Name	Address	Town	State	Country	Phone	Website	Lat	Long	Rating	Type	File	Open	Review	
Lazerpig	9-11 Peel St, Collingwood VIC 3066	Collingwood	Vic	Aus	(03) 9417 1177	www.lazerpig.com.au	-37.8052196	144.9840353	4	Pub/Bar	beers.png	Y	Awesome name. Good pizza choices and chips aren't bad either. Still, got to love the name!	
Le Bon Ton	51 Gipps St, Collingwood VIC 3066	Collingwood	Vic	Aus	(03) 9416 4341	www.lebonton.com.au	-37.8048168	144.9884922	3	Pub/Bar	beers.png	Y	It was okay. Beers a little pricey, but the French atmosphere nice. Decent beer garden out back.	
Leinster Arms	66 Gold St, Collingwood VIC 3066	Collingwood	Vic	Aus	0415 589 507	Nil	-37.7965159	144.9896215	1	Pub/Bar	beers.png	Y	Rude staff. Shame because lovely beer garden and dining room. Not going back.	
Leopold Hotel	191 Barkly St, Ararat VIC 3377	Ararat	Vic	Aus	(03) 5352 1014	Nil	-37.2834052	142.9313485	4	Pub/Bar	beers.png	Y	Huge beer garden, and quite quiet as well. Like most country pubs not a huge selection of beers, but still nice place.	
Leveson, the	46 Leveson St, North Melbourne VIC 3051	North Melbourne	Vic	Aus	(03) 9328 1109	www.theleveson.com.au	-37.803694	144.9511429	3	Pub/Bar	beers.png	Y	Not a bad place for a couple of drinks, but the restaurant seems to gastro for my liking.	
Lewisham Hotel	794 Parramatta Rd, Lewisham NSW 2049	Lewisham	NSW	Aus	(02) 9560 8088	www.lewishamhotel.com.au	-33.8902225	151.1467317	5	Pub/Bar	beers.png	Y	Awesome pub with great staff and a huge beer garden.	
Liberty Social Dive Bar, the	279 Flinders Ln, Melbourne VIC 3000	Melbourne	Vic	Aus	Nil	www.thelibertysocial.com.au	-37.8172331	144.9652299	4	Pub/Bar	beers.png	N	Awesome dive bar, now long gone.	
Light Brigade, the	Oxford St &, Jersey Rd, Woollahra NSW 2025	Paddington	NSW	Aus	(02) 9357 0888	www.lightbrigade.com.au	-33.8885603	151.2321574	1	Pub/Bar	beers.png	Y	Really didn't like this place. There was something about it that simply made me want to walk straight past.	
Lily’s Aussie Bar	Pa Tong, Kathu District, Phuket 83150, Thailand	Phuket	Krabi	Thai	Nil	Nil	7.886721	98.295137	3	Pub/Bar	beers.png	Y	Yeah, another one of the many bars in the area.	
Lily Blacks	12 Meyers Pl, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9654 4887	www.lilyblacks.com.au	-37.8122066	144.9723213	4	Pub/Bar	beers.png	Y	Lovely cocktail bar with great art deco furnishings. Not hugely my scene, but do have nice beers available.	
Limerick Castle Hotel	161 Errol St, North Melbourne VIC 3051	North Melbourne	Vic	Aus	(03) 9326 8979	Nil	-37.8011307	144.949629	3	Pub/Bar	beers.png	Y	Traditional pub. Not bad, and pretty quiet as well. The beer garden does close early.	
Lincoln Hotel	91 Cardigan St, Carlton VIC 3053	Carlton	Vic	Aus	(03) 9347 4666	www.hotellincoln.com.au	-37.8044894	144.9643897	2	Pub/Bar	beers.png	Y	Not one of the best pubs in the area, though they do have some nice beers available.	
Lion Hotel, the	161 Melbourne St, North Adelaide SA 5006	North Adelaide	SA	Aus	(08) 8367 0222	www.thelionhotel.com	-34.9081748	138.6057402	3	Pub/Bar	beers.png	Y	Nice pub, but nothing like the days of the Old Lion which was a full on live music venue. Great beer garden though.	
Little Creatures Brewery	40 Mews Rd, Fremantle WA 6160	Fremantle	WA	Aus	(08) 6215 1000	www.littlecreatures.com.au	-32.0593766	115.7445603	5	Pub/Bar	beers.png	Y	This is where it all began. Basically a bewery, but has a restaurant, art gallery, beer hall, and of course a huge range of Little Creatures products.	
Little Creatures Dining Hall	222 Brunswick St, Fitzroy VIC 3065	Fitzroy	Vic	Aus	(03) 9417 5500	www.littlecreatures.com.au	-37.8009589	144.9781064	4	Pub/Bar	beers.png	N	Great place for a meal, and beers. A shame it has gone.	
Little Jack Horner	270-274 Coogee Bay Rd, Coogee NSW 2034	Coogee	NSW	Aus	(02) 9665 5160	www.littlejackhorner.com.au	-33.9206573	151.2565017	5	Pub/Bar	beers.png	Y	Awesome beach side bar with live music. Great atmosphere and friendly staff. Does get a little crowded though.	
Littlefoot Bar	223 Barkly St, Footscray VIC 3011	Footscray	Vic	Aus	(03) 9396 1282	www.littlefoot.com.au 	-37.7996138	144.896724	5	Pub/Bar	beers.png	Y	Magnificent little bar. Courtyard out the back is awesome. Also has live music and some pretty awesome beers as well.	
Lincolnshire Arms Hotel	1 Keilor Rd, Essendon VIC 3040	Essendon	Vic	Aus	(03) 9374 1055	www.thelinc.com.au	-37.7445911	144.9097174	3	Pub/Bar	beers.png	Y	Not too bad. Decent pub in the local area.	
Links Hotel	346 Tapleys Hill Rd, Seaton SA 5023	Henley Beach	SA	Aus	(08) 8356 3111	www.linkstaverner.com.au	-34.9015067	138.5137431	2	Pub/Bar	beers.png	Y	Not the best pub that I've been to, though there is a nice beer garden, and they also have a restaurant with a huge range of schnitzel toppings. Okay for a cheap meal, and a drink, but little more.	
Lips Bar	Thanon Bangla, Tambon Patong, Kathu District, Chang Wat Phuket 83150, Thailand	Phuket	Krabi	Thai	Nil	Nil	7.8938913	98.2957691	3	Pub/Bar	beers.png	Y	The first Bangala pub that I visited. Friendly staff.	
Little Pub, the	17 Hindley St, Adelaide SA 5000	Adelaide	SA	Aus	(08) 8231 3225	www.thelittlepub.com.au	-34.9232962	138.5985119	1	Pub/Bar	beers.png	Y	Give this place a miss. The bar out the back is nice, but you have to walk through the gaming area to get there.	
Railway Hotel	81 Queen St, Warragul VIC 3820	Warragul	Vic	Aus	(03) 5623 1623	www.railwayhotelwarragul.com.au	-38.1636231	145.9313878	2	Pub/Bar	beers.png	Y	Nice frontage, but rather dull inside. Not a huge range of beers either.	
Australian Hotel	103 River St, Ballina NSW 2478	Ballina	NSW	Aus	(02) 6686 2015	www.australianhotel.site	-28.8705823	153.5610611	2	Pub/Bar	beers.png	Y	Nice beer garden, but that is about it. Limited beer selection and well, the atmosphere wasn’t all that great either.	
Local Taphouse	122 Flinders St, Darlinghurst NSW 2010	Paddington	NSW	Aus	(02) 9360 0088	www.taphousedarlo.com.au	-33.8845707	151.2179994	3	Pub/Bar	beers.png	Y	Not really one of the best pubs I visited. Good selection of craft beers, but a little crowded. Would come again but not in a hurry.	
Lockleys Hotel	493 Henley Beach Rd, Lockleys SA 5024	Henley Beach	SA	Aus	(08) 8356 4822	www.lockleyshotel.com.au	-34.9267613	138.5186772	2	Pub/Bar	beers.png	Y	The only thing that sets this place apart from being an ordinary suburban pub is the beer garden, however I would hardly go out of my way simply to have a drink in the beer garden. I have down, but usually when I am on my way elsewhere, or simply wanting to have a drink at a place that isn't the usual.	
Lodge Hotel, the	1572 Main North Rd., Brahma Lodge SA 5109	Salisbury	SA	Aus	(08) 8258 3333	www.thelodgehotel.com.au	-34.7824314	138.6541269	4	Pub/Bar	beers.png	Y	This certainly has changed since I was last in Adelaide. It now looks like a trendy inner city pub. It has an awesome beer garden in which I could sit for hours simply absorbing the atmosphere. It also has a restaurant, sports bar, and pokies, but it is the beer garden that I love.	
London Hotel, the	85 Underwood St, Paddington NSW 2021	Paddington	NSW	Aus	(02) 9331 3200	www.hotellondon.com.au	-33.8851675	151.2298721	4	Pub/Bar	beers.png	Y	A Rather nice backstreet pub. Quite charming.	
London Hotel, the	234 Darling St, Balmain NSW 2041	Balmain	NSW	Aus	(02) 9555 1377	www.londonhotel.com.au	-33.8584015	151.1844002	4	Pub/Bar	beers.png	Y	Great little pub with a lovely balcony. I could sit there all day with a beer and a good book.	
London Tavern, the	175 North Terrace, Adelaide SA 5000	Adelaide	SA	Aus	(08) 8231 5464	www.thelondontavern.com.au	-34.9218832	138.600618	4	Pub/Bar	beers.png	Y	A great little underground pub and restaurant that turns into a night club on Friday and Saturday night. This used to be our after term time pub when I was at secondary college, and later on it used to be a favorite lunch time venue for my friends.	
London Tavern Hotel	238 Lennox St, Richmond VIC 3121	Richmond	Vic	Aus	(03) 9428 6058	www.thelondon.net.au	-37.8221656	144.9935428	4	Pub/Bar	beers.png	Y	Great pub with large beer garden hidden away in Richmond's back street. Love the ambience of the place, and the beer garden is really roomy.	
Lonsdale Hotel, the	25/27 Sherriffs Rd, Lonsdale SA 5160	Noarlunga	SA	Aus	(08) 8381 3144	www.lonsdalehotel.com.au	-35.1054471	138.5050598	2	Pub/Bar	beers.png	Y	Been here now. Nothing fantastic. Don't have to come back again.	
Loop Roof	23 Meyers Pl, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9654 0500	www.looprooftopbar.com.au	-37.8121599	144.9720683	3	Pub/Bar	beers.png	Y	While rooftop bars are cool, it gets pretty packed with the afterwork crowd. Cool, but there are better places.	
Lord Dudley Hotel	236 Jersey Rd, Woollahra NSW 2025	Paddington	NSW	Aus	(02) 9327 5399	www.lorddudley.com.au	-33.8847553	151.2372626	4	Pub/Bar	beers.png	Y	Gorgeous English style pub with really friendly staff.	
Lord Exmouth Hotel, the	39 Exmouth Rd, Exeter SA 5019	Semaphore	SA	Aus	(08) 8242 1080	Nil	-34.8421688	138.4908629	3	Pub/Bar	beers.png	Y	Not a bad pub. Particularly liked all of the stuffed toys. There is even a beer garden, but it was too wet to go outside even if we had realised it was there.	
Lord Nelson Brewery Hotel, the	19 Kent St, The Rocks NSW 2000	The Rocks	NSW	Aus	(02) 9251 4044	www.lordnelsonbrewery.com	-33.858032	151.2032583	3	Pub/Bar	beers.png	Y	Old pub with a lot of history and brews it's own beer. However is incredibly popular and you can find it difficult to move around if you arrive here at the wrong time.	
Lord Newry Hotel	543 Brunswick St, Fitzroy North VIC 3068	Fitzroy	Vic	Aus	(03) 9481 3931	www.lordnewryhotel.com.au	-37.7907751	144.9771389	4	Pub/Bar	beers.png	Y	Top notch customer service. Great little pub with some pretty decent meals. Does get a little crowded so make sure you book ahead.	
Lord Roberts Hotel	64 Stanley St, Darlinghurst NSW 2010	Darlinghurst	NSW	Aus	(02) 9331 1326	www.lordrobertshotel.com.au	-33.8756215	151.2150949	5	Pub/Bar	beers.png	Y	Awesome pub hidden away from the Darlinghurst crowds.	
Lord Stanley Hotel	994 Stanley St E, East Brisbane QLD 4169	Woolloongabba	Qld	Aus	(07) 3435 1900	www.lordstanleyhotel.com.au	-27.488026	153.0476216	3	Pub/Bar	beers.png	Y	Not a bad pub. Has a nice beer garden with the DOSA on the otherside of the pub. Decent beers on tap, and not too crowded.	
Wild Rover	75 Campbell St, Surry Hills NSW 2010	Surry Hills	NSW	Aus	(02) 9280 2235	www.thewildrover.com.au	-33.8801725	151.2095932	3	Pub/Bar	beers.png	Y	Decent pub. Popular, but nice. A bit small and crowded, by staff quite friendly.	
Central Club Hotel	293 Swan St, Richmond VIC 3121	Richmond	Vic	Aus	(03) 9428 6819	Nil	-37.826061	145.0027939	3	Pub/Bar	beers.png	Y	Okay pub. Seems to be more a music venue, but does have a pub section. Service was okay, and beer range reasonable.	
O&H Hotel	95 Queen St, Warragul VIC 3820	Warragul	Vic	Aus	(03) 5623 1643	Nil	-38.1637309	145.9318703	4	Pub/Bar	beers.png	N	Really nice hotel, shame it’s closed down.	
Lord Wolsey Hotel	265 Bulwara Rd, Ultimo NSW 2007	Ultimo	NSW	Aus	(02) 9660 1736	www.lordwolseleyhotel.com.au	-33.8766689	151.1965839	4	Pub/Bar	beers.png	Y	Great little pub hidden away in Pyrmont. It was pretty crowded when I was there, but it has a great atmosphere.	
Lorne Hotel	176 Great Ocean Rd, Lorne VIC 3232	Lorne	Vic	Aus	(03) 5289 1409	www.lornehotel.com.au	-38.5431887	143.975713	2	Pub/Bar	beers.png	Y	A little pricey, and the staff are not the most pleasant, but the views across the Lorne Foreshore do make up for that. The downstairs area is pretty ordinary, but the terrace bar is simply the place to go for a lazy afternoon.	
Lost & Found Bar	250 Flinders St, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9654 2616	Nil	-37.8174299	144.9658193	2	Pub/Bar	beers.png	Y	Not one of my favourites. Basically a basement backpacker's bar, and a bad one at that.	
Las Tapas	211 Barkly St, St Kilda VIC 3182	St Kilda	Vic	Aus	Nil	Nil	-37.8699096	144.9803727	4	Pub/Bar	beers.png	N	A really nice cosy little bar.	
Lounge	level 1/243 Swanston St, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9663 2916	www.lounge.com.au	-37.8122562	144.964775	5	Pub/Bar	beers.png	N	One of my favourite bars. Quite low key and offers student discounts. Plays some pretty good beats at night and the first time I came here I stayed until morning. The balcony can get quite crowded at times.	
Lower Light Hotel	33 Port Wakefield Rd, Lower Light SA 5501	Two Wells	SA	Aus	(08) 8520 2003	Nil	-34.5319905	138.4363058	4	Pub/Bar	beers.png	Y	Classic country pub. Loved the cocky out the back, and the dogs.	
Lower Plenty Hotel	4 Main Rd, Lower Plenty VIC 3093	Lower Plenty	Vic	Aus	(03) 9435 1722	www.lowerplentyhotel.com.au	-37.7305274	145.1082777	4	Pub/Bar	beers.png	Y	Feels like you are in the bush even though it is suburban Melbourne. Night club on Fridays and Saturdays. Great atmosphere.	
Lucky Coq	179 Chapel St, Windsor VIC 3181	Prahran	Vic	Aus	(03) 9525 1288	www.luckycoq.com.au	-37.8519466	144.9931353	5	Pub/Bar	beers.png	Y	First thing - dress code - no suits and ties. Next thing, if you are not wearing a suit and tie then this is one great pub. Lots of strange things scattered about the place, including a truck in the wall and a bike on the roof. Also has a rooftop deck. Final thing - $4.00 pizzas. probably the best value around.	
Lucky Shaq	Ferry Route Barrack St Jetty, Riverside Dr, Perth WA 6000	Perth	WA	Aus	(08) 9221 6011	www.luckyshagbar.com.au	-31.9595895	115.85872	4	Pub/Bar	beers.png	Y	Pretty cool waterfront bar not too far from the Rotness Ferry dock. Great outdoor section, and some decent beers on tap as well.	
Luile St Tavern	225 Johnston St, Abbotsford VIC 3067	Abbotsford	Vic	Aus	0437 626 885	www.lulietavern.com	-37.8000741	144.9934592	4	Pub/Bar	beers.png	Y	Pretty cool bar in an old warehouse. Nothing too flash, but pretty cool atmosphere. Not a huge selection on tap, but enough to keep me happy.	
Lustre Bar	Level 1/252 Flinders Ln, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9671 3371	www.lustrebar.com.au	-37.8168139	144.9656251	4	Pub/Bar	beers.png	Y	Pretty Awesome bar that overlooks Flinders Lane.	
Mac's Hotel	199-201 Fairy St, Warrnambool VIC 3280	Warrnambool	Vic	Aus	(03) 5562 2270	www.maceysbistro.com.au	-38.3781798	142.4811002	3	Pub/Bar	beers.png	Y	Okay pub, pretty large (and inexpensive) bistro. Cosy front bar, however not one of my favourite pubs.	
Commercial Hotel	115 Queen St, Warragul VIC 3820	Warragul	Vic	Aus	(03) 5623 1639	Nil	-38.163988	145.9330797	4	Pub/Bar	beers.png	Y	Pretty cool hotel. Craft beers, and feels much fancier than typical country pub. However, it does lack the county pub charm	
Macedon Railway Hotel	33 Smith St, Macedon VIC 3440	Woodend	Vic	Aus	(03) 5426 3233	www.macedonrailwayhotel.com.au	-37.4234563	144.5626004	1	Pub/Bar	beers.png	Y	Not a great pub for a beer after a five hour walk.	
Madison Hotel	52 Devonshire St, Surry Hills NSW 2010	Surry Hills	NSW	Aus	(02) 9211 1612	www.madisonhotel.com.au	-33.8856496	151.2072486	4	Pub/Bar	beers.png	Y	Pretty nice place, fairly quiet though (which can be a good thing). Loved the painting on the ceiling.	
Magpie & Stump	3313 Epping-Kilmore Rd, Wandong VIC 3758	Wallan	Vic	Aus	(03) 5787 1999	www.magpieandstumphotel.com.au	-37.3558216	145.0257594	4	Pub/Bar	beers.png	Y	Great little pub out in the country. Sports bar is in a different section so the bistro sits on it's own. Huge beer garden.	
Maid & Magpie, the	1 Magill Rd, Stepney SA 5069	Kent Town	SA	Aus	(08) 8362 6053	www.themaid.com.au	-34.915437	138.6230421	4	Pub/Bar	beers.png	Y	It's all happening here. It was packed when I came here Christmas Eve. Certainly change a lot from when I was last here.	
Maid of Auckland	926 South Rd, Edwardstown SA 5039	Edwardstown	SA	Aus	(08) 8293 1641	www.maidofauckland.com.au	-34.9753771	138.573193	2	Pub/Bar	beers.png	Y	Certainly not one of my favourite places, especially with a much better pub across the road.	
Mail Exchange Hotel	688 Bourke St, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9903 6880	www.mailexchangehotel.com.au	-37.8167467	144.9532796	1	Pub/Bar	beers.png	Y	Just another pokies pub. Does feel a bit classier than normal, but not really one of my favourite places. Being close to Southern Cross does help though.	
Maloney's Hotel	81 Goulburn St, Sydney NSW 2000	Sydney	NSW	Aus	(02) 9211 2992	www.maloneyshotel.com.au	-33.8782365	151.2070902	3	Pub/Bar	beers.png	Y	Not a bad pub, but not all that great either. Pretty quiet when I was here, and the food not badly priced either. Not a place I would visit too often though.	
Manchester Lane	85/38 Manchester Ln, Melbourne VIC 3000	Melbourne	Vic	Aus	Nil	Nil	-37.8164147	144.9660772	4	Pub/Bar	beers.png	N	Awesome beer selection.	
Shire Hall Hotel	240 Barkly St, Ararat VIC 3377	Ararat	Vic	Aus	(03) 5352 1280	Nil	-37.2841403	142.9333671	3	Pub/Bar	beers.png	Y	Typical country pub with its typical country regulars. Okay, quite small though, and not the best of places to have a drink.	
Manly Wharf Hotel	Manly Wharf, E Esplanade, Manly NSW 2095	Manly	NSW	Aus	(02) 9977 1266	www.manlywharfhotel.com.au	-33.8001236	151.2850198	5	Pub/Bar	beers.png	Y	By far my favourite pub in Manly, even if it is because it is on the wharf.	
Manningham Hotel	1 Thompsons Rd, Bulleen VIC 3105	Manningham	Vic	Aus	(03) 9850 2777	www.themanningham.com.au	-37.7772808	145.0793529	1	Pub/Bar	beers.png	Y	Came here once, never again. This place was so fake and ordered it make me sick.	
Mansfield Park Hotel	426 Grand Jct Rd, Mansfield Park SA 5012	Mansfield Park	SA	Aus	(08) 8445 3300	www.mansfieldparkhotel.com.au	-34.8506418	138.5522191	2	Pub/Bar	beers.png	Y	Basically a working class pub. Pretty ordinary. Came here a few times in the past, but not much more.	
Mansions Tavern	Pulteney St, Adelaide SA 5000	Adelaide	SA	Aus	(08) 8232 6589	www.thebunker.net.au	-34.9220988	138.6051783	2	Pub/Bar	beers.png	Y	Used to be one of my favourite haunts years ago, but not any more. Been down here for lunch occasionally, and not bad, but the days of my youth have now left me behind and that Mansions is no more.	
Maori Chief Hotel	117 Moray St, South Melbourne VIC 3205	South Melbourne	Vic	Aus	(03) 9696 5363	www.maorichief.com.au	-37.8298239	144.9620462	4	Pub/Bar	beers.png	Y	Cool pub with nice beer garden.	
